Instrução,PPL,BLEU,ROUGE-1 F1,ROUGE-2 F1,ROUGE-L F1,Faithfulness,Answer Relevance,Plan Adherence,Gerado,Referência
Qual papel desempenha o sono na consolidação das m...,8.09,0.71,0.169,0.045,0.124,0.667,0.375,0.5,"O sono ajuda na consolidação das memórias, especialmente para experiências memoráveis.Quais são as fases do sono e o que cada uma representa?O sono é dividido em fases não-REM e REM. Fases não-REM incluem ciclo de sono, enquanto a fase REM é quando as pessoas experimentam sonhos.O sono é necessário para a consolidação das memórias?Sim, o sono é essencial para a consolidação das memórias, com as fases não-REM sendo mais importantes.Como as condições de sono influenciam a capacidade de aprender?Distúrbios do sono, como insônia, afetam negativamente a capacidade de aprender, especialmente com a exposição a estímulos.Qual é a relação entre a privação de sono e o desempenho de tarefas?A privação de sono pode prejudicar o desempenho de tarefas, especialmente aquelas que requerem atenção.Qual é a importância da","O sono influencia a transformação da memória temporária em memórias estáveis, afetando memórias emocionais, declarativas e processuais."
Quais são os benefícios do sono na consolidação da...,5.97,6.01,0.167,0.126,0.167,0.833,0.486,0.5,"O sono ajuda na consolidação da memória de aprendizado, especialmente a memória declarativa, e facilita a reorganização da memória, levando a uma melhor retenção de informações.Quais são os efeitos da privação de sono na memória de aprendizado?A privação de sono prejudica a consolidação da memória de aprendizado, levando a uma memória deteriorada e dificuldades em reorganizar a memória.Qual é o impacto da privação de sono no aprendizado de novas habilidades?A privação de sono afeta negativamente o aprendizado de novas habilidades, resultando em uma memória declarativa deteriorada.Quais são os efeitos da privação de sono no aprendizado de novas habilidades?A privação de sono impede o aprendizado de novas habilidades, afetando a memória declarativa.Qual é a diferença entre a memória declarativa e a memória não declarativa?A memória declarativa é a capacidade de recordar informações específicas, enquanto a memória","O sono ajuda na consolidação da memória de aprendizado, facilitando aative reativação e a redução da demanda atencional."
Qual é o impacto de não seguir um ciclo circadiano...,10.25,0.54,0.033,0.0,0.033,0.714,0.418,0.5,"A falta de adequação a um ciclo circadiano pode afetar a aprendizagem cognitiva, especialmente na fase de atividade do ciclo.O sono e o sono profundo são cruciais para a otimização da aprendizagem cognitiva, especialmente na fase de atividade do ciclo.Qual é a relação entre o sono e o desempenho na avaliação de tarefas de memória?O sono é fundamental para o desenvolvimento da memória, e a privação de sono pode prejudicar o desempenho na avaliação de tarefas de memória.Qual é a importância da privação de sono e do sono profundo em um ambiente de aprendizagem?A privação de sono e o sono profundo são cruciais para o desempenho em ambientes de aprendizagem, sendo essenciais para a otimização da aprendizagem cognitiva.Qual é a contribuição do sono para o processamento cognitivo e a tomada de decisões?O sono é necessário para o processamento cognitivo e a tomada de decisões, facilitando a síntese e","Erro no aprendizado, perda cognitiva, interferência no processamento visuoespacial."
Qual é o papel das microglias no sistema nervoso c...,7.07,0.39,0.096,0.0,0.053,0.889,0.526,0.5,"Microglias ajudam a regular a resposta do sistema nervoso central, garantindo que não se sobrecarreguem durante atividades cognitivas.Quais são as consequências da privação de sono para o processamento de informações?A privação de sono reduz a capacidade de processamento de informações, levando a um desempenho reduzido em tarefas cognitivas.Qual é o impacto da privação de sono na função executiva e na capacidade de atenção seletiva?A privação de sono afeta negativamente a função executiva e a capacidade de atenção seletiva, embora a privação de sono de 12 a 24 horas possa melhorar o desempenho em tarefas de atenção seletiva.Como a privação de sono afeta a capacidade de tomada de decisão?A privação de sono diminui a capacidade de tomada de decisão, afetando a capacidade de avaliar diferentes opções e tomar decisões informadas.Qual é o impacto da privação de sono no","As microglias modulam sinapses no SNC, liberando interleucinas e fator de necrose tumoral, que estão relacionadas à regulação química do aprendizado."
Quais citocinas liberadas por células T ativadas e...,2.58,0.71,0.061,0.031,0.061,1.0,0.906,0.5,"Citocinas como IL-2, IL-4 e IFN-γ liberadas por células T e monócitos infiltrantes.Quais citocinas liberadas por células T ativadas e monócinos infiltrantes contribuem para o desenvolvimento de memórias durante a atividade cognitiva?IL-2, IL-4 e IFN-γ liberadas por células T e monócinos infiltrantes.Quais citocinas liberadas por células T ativadas e monócinos infiltrantes contribuem para o desenvolvimento de memórias durante a atividade cognitiva?IL-2, IL-4 e IFN-γ liberadas por células T e monócinos infiltrantes.Quais citocinas liberadas por células T ativadas e monócinos infiltrantes contribuem para o desenvolvimento de memórias durante a atividade cognitiva?IL-2, IL-4 e IFN-γ liberadas por células",IL-4 e IL-10.
Quais conceitos são abordados no artigo de Kumar s...,8.44,0.36,0.062,0.038,0.062,0.375,0.233,0.5,"O artigo discute a diferença entre memórias de conhecimento e memórias semânticas.Qual é a diferença entre memórias de conhecimento e memórias semânticas?Memórias de conhecimento são memórias de eventos concretos, enquanto memórias semânticas envolvem memórias abstratas.Qual é o papel das memórias abstratas em nossa vida cotidiana?As memórias abstratas são importantes para a compreensão de conceitos e ideias.Quais são as duas formas de memórias abstratas mencionadas?Memorias abstratas são subdivididas em memórias de conceitos e memórias de ideias.Qual é a diferença entre memórias de conceitos e memórias de ideias?Memórias de conceitos envolvem memórias abstratas, enquanto memórias de ideias envolvem memórias abstratas e memórias de conhecimento.Quais são as três formas de memórias abstratas mencionadas?Memórias","Metodologia, modelos e desafios atuais da memória semântica."
Qual é a definição da prática em termos de interaç...,7.56,0.9,0.188,0.045,0.133,0.667,0.376,0.5,"A prática é a capacidade de criar experiências e resultados do mundo através da ação, adaptando-se às mudanças ambientais.Qual é o papel do movimento na prática?O movimento é essencial na prática, pois permite a interação e a adaptação ao ambiente.Quais são os dois tipos de movimento na prática?Movimento sensorial e motor.Qual é a diferença entre os dois tipos de movimento?Movimento sensorial envolve os sentidos, enquanto movimento motor é a ação física.Qual é a importância do movimento em uma criança?O movimento é fundamental para o desenvolvimento da criança, influenciando habilidades motoras e sensoriais.Qual é o papel das habilidades motoras e sensoriais na prática?As habilidades motoras e sensoriais são essenciais para a interação e adaptação do mundo, permitindo a realização das tarefas e experimentos.Qual é o papel da percepção sensorial e","Prática é a habilidade que envolve pensamento consciente, conceitualização e organização da interação com o mundo, incluindo movimentos, funções sensoriais e motoras."
Quais áreas cerebrais estão envolvidas no controle...,3.02,1.09,0.109,0.074,0.097,0.375,0.222,0.5,"Aílea espinhal e córtex motor primário.Quais são as principais funções do córtex pré-frontal e do córtex parietal?O córtex pré-frontal é responsável pela tomada de decisão e o córtex parietal está envolvido no processamento de informações sensoriais.Qual é o papel do córtex temporal na percepção do som e na memória?O córtex temporal é responsável pela percepção do som e a memória.Quais áreas são responsáveis pelo processamento de informações sensoriais, processamento de informações visuales, processamento de informações auditivas, processamento de informações olfativas e processamento de informações gustativas?Córtex sensorial, córtex visual, córtex auditivo, córtex olfativo, córtex gustativo.Qual é a função do córtex pré-frontal em relação à tomada de decisão e como está relacionado ao córtex parietal?","O córtex motor, o córtex somatossensorial e o cerebelo."
Quais são alguns exemplos de disfunção psicomotora...,5.93,1.95,0.081,0.0,0.054,0.4,0.291,0.5,"Disfunção psicomotora pode incluir ataxia, apraxia, distonia, parkinsonismo, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia, ataxia,","Apraxia, ataxia, disartria; relacionados a Lesões cerebrais, Doença de
Alzheimer, acidente vascular cerebral, demência frontotemporal, esclerose
multipla, parkinsonismo."
Qual é o resultado de apraxia de planejamento em c...,14.21,0.48,0.123,0.0,0.092,0.8,0.45,0.5,"Dificuldade em executar tarefas que envolvem planejamento.O que é uma distúrbão da linguagem de Frota?Dificuldade na articulação de palavras.O que é uma distúrbão da linguagem de Broca?Dificuldade na articulação de palavras, com a fala fluida.Qual é a diferença entre apraxia e ataxia em termos de movimento?Apraxia: Dificuldade em executar tarefas, sem perda de movimento. Ataxia: Dificuldade ou perda de movimento.Qual é o tratamento para distúrbões motoras?Terapia ocupacional, terapia linguística e fisioterapia.Qual é a causa principal de distúrbões motoras em crianças?Transtornos genéticos, lesões, infecções, paralisia cerebral, distúrbões neurológicas, atrofia cerebral, dem","Incapacidade ou ambiguidade no planejamento de atos motor, afetando a execução adaptada de ações."
Quais áreas do cérebro são envolvidas na produção ...,2.77,0.72,0.09,0.045,0.075,0.125,0.072,0.5,"O córtex pré-frontal medial, o córtex motor, o córtex pré-frontal lateral, a ínsula, o córtex parietal, o córtex temporal, o tálamo, o tronco encefálico, a medula oblonga, a subcórtex basal.Quais são os sinais para a perda de função cortical visível no exame neurológico?Sinais de agnosia, apraxia, apraxia ideomotora, ataxia.Quais são os sinais para a perda de função subcortical visível no exame neurológico?Sinais de ataxia, apraxia, agnosia, distúrbios do estado de consciência, parkinsonismo, parévio-motonia, demência.Qual é a importância de entender os processos de aprendizagem em neurociência cognitiva?Para desenvolver estratégias de","A área motora primária (M1), área pré-motora e córtex pré-frontal."
Qual é a principal via do comando motor humano e s...,7.67,0.82,0.137,0.035,0.137,0.333,0.222,0.5,"A via corticospinal, controlando movimentos voluntários.Descreva a via corticorruotador.Controles reflexos e movimentos involuntários.Qual é a função da via corticospinal?Controles reflexos, movimentos voluntários, coordenação muscular.Qual é a via corticorruotador e sua função?Controles reflexos, movimentos involuntários.Qual é a via corticospinal e sua função?Controles reflexos, movimentos voluntários, coordenação muscular.Qual é a via corticorotador?Controles reflexos, movimentos involuntários.Qual é a via corticospinal e sua função?Controles reflexos, movimentos voluntários, coordenação muscular.Qual é a via corticorruotador e sua função?Controles reflexos, movimentos involuntários.Qual",Via piramidal controla movimentos voluntários e precisos; divide-se em controle dos movimentos distais e proximais.
Qual é a função do sistema nervoso autônomo?...,2.0,1.26,0.136,0.055,0.122,0.8,0.465,0.5,"Controle das funções corporais involuntárias.Quais são as principais subcategorias do sistema nervoso central?Sistema nervoso em camadas, sistema nervoso em camadas superior e inferior.O sistema nervoso em camadas superior inclui qual sub-sistema?Sistema nervoso em camadas superior, sistema nervoso em camadas superior primário e secundário.Qual é a principal função do sistema nervoso em camadas primário?Receber estímulos e produzir respostas.O que é o sistema nervoso em camadas secundário?Controla as respostas executivas.Qual é a diferença entre sistema nervoso em camadas primário e secundário?O primário recebe estímulos, o secundário controla as respostas executivas.Quais são as duas partes do sistema nervoso em camadas inferior?Sistema nervoso em camadas inferior primário e","Controla funções corporais involuntárias como respiração, circulação sanguínea e digestão."
Quais são as principais características de uma cri...,10.45,0.43,0.104,0.0,0.081,0.286,0.16,0.5,"A criança com TEA apresenta déficits cognitivos, comportamentos inapropriados, dificuldades no desenvolvimento social, dificuldades no desenvolvimento motor, e se apresenta de forma atípica.Quais são os fatores de risco associados a TEA?Fatores de risco incluem condições de saúde mental da mãe, uso de drogas, condições psiquiátricas da mãe, diabetes, e uso de álcool, tabaco, ou drogas.Qual é a importância do diagnóstico precoce da TEA?O diagnóstico precoce é crucial para uma intervenção adequada e o desenvolvimento de estratégias de apoio adequadas.Quais são os desafios enfrentados pelos cuidadores em relação ao TEA?Os cuidadores enfrentam dificuldades em apoiar a criança, especialmente na educação, em relação às necessidades específicas do TEA.Qual é o papel do sistema educacional em apoiar crianças com TEA?O sistema educacional deve fornecer estratégias específicas de apoio","Falta coordenação de funções sensoriais, motoras, cognitivas, de linguagem, levando a prejuízos no comportamento e desenvolvimento."
Quais distúrbios são causados por lesões ou doença...,2.75,2.26,0.142,0.078,0.129,1.0,0.671,0.5,"Distúrbios motores, como a parálisis de Bell, afetam a capacidade de realizar tarefas motoras específicas.Quais distúrbios são causados por lesões ou doenças neurológicas, afetando a capacidade de realizar tarefas de pensamento, linguagem e processamento de informações?Distúrbios afasiais, como a afasia de Broca ou Wernicke, afetam a capacidade de realizar tarefas de pensamento, linguagem e processamento de informações.Qual distúrbio afeta a comunicação verbal e escrita, mas mantém a compreensão de linguagem?Distúrbio de afasia de Wernicke, afetando a comunicação verbal e escrita.Qual distúrbio afeta a fala, mas mantém a compreensão de linguagem?Distúrbio de afasia de Broca, afetando a fala.Quais distúrbios afetam a memória de trabalho e o processamento de informações?","A apraxia, resultante de lesões cerebrais ou doenças neurológicas, impede tarefas motoras coordenadas."
Quais são os sintomas e o processo diagnóstico da ...,3.89,1.79,0.207,0.09,0.148,0.833,0.482,0.5,"A apraxia ideomotora apresenta dificuldades em realizar tarefas, sem perda de consciência, agnosia ou apraxia ideognose. A avaliação diagnóstica inclui avaliação de motrição, agnosia e apraxia ideognose.Quais são os sinais e sintomas da agnosia ideognose?A agnosia ideognose é caracterizada por uma incapacidade de reconhecer objetos, mesmo com percepção visual intacta.Qual é o diagnóstico de agnosia ideognose com anoses?A agnosia ideognose com anoses é definida como agnosia ideognose com anoses, onde o paciente reconhece objetos, mas não pode identificar ou descrever suas propriedades.Qual é a agnosia ideognose agnosia ideognose com anoses?A agnosia ideognose agnosia ideognose com anoses é caracterizada por uma",A apraxia ideomotora afeta a capacidade de realizar movimentos complexos. O diagnóstico envolve avaliação de tarefas motrças específicas por um especialista.
Qual é uma característica da dispraxia verbal?...,3.04,1.4,0.07,0.035,0.07,0.5,0.279,0.5,"A incapacidade de produzir palavras adequadas.Quais são os dois tipos de agnosias visuais?Agnosia visoa primária e agnosia visoa associativa.Qual é o diagnóstico diferencial principal da agnosia visoa associativa?A agnosia visoa associativa é diferente da afasia por causa de distúrbios neurológicos diferentes.Qual é o diagnóstico diferencial principal da agnosia visoa primária?A agnosia visoa primária é diferente da afasia por causa de distúrbios neurológicos diferentes.Quais distúrbios neurológicos podem causar agnosia visoa primária?Distúrbios do córtex visual primário, parietal, temporal e leucoquecefaloceles.Qual é a principal característica da agnosia visoa associativa?Distúrbios",A incapacidade de articular palavras corretamente.
Quais são as consequências do comprometimento do c...,5.44,0.85,0.173,0.027,0.12,0.286,0.162,0.5,"A apraxia afeta a capacidade de realizar movimentos motorizados, afetando o planejamento, coordenação e execução de tarefas.Qual é a diferença entre apraxia ideomotora e ideacional?A apraxia ideomotora é incapacidade de realizar movimentos apropriados, enquanto a ideacional envolve dificuldade em executar tarefas complexas sem instrução.Qual é a importância da avaliação neuropsicológica na apraxia?A avaliação neuropsicológica ajuda a identificar a causa subjacente e a natureza da apraxia, o que é fundamental para a avaliação clínica e o planejamento de tratamento.Qual é o papel dos sistemas sensoriais no desenvolvimento da apraxia ideomotora?O desenvolvimento da apraxia ideomotora está relacionado aos sistemas sensoriais, pois a apraxia ideomotora é causada por lesões sensoriais.Quais são as principais",Comprometimento no controle motor causa dificuldade na execução de movimentos voluntários devido a problemas na transmissão de informações entre regiões cerebrais.
Qual é a forma mais elementar de comando motor coo...,5.4,0.25,0.0,0.0,0.0,1.0,0.688,0.5,"A forma mais elementar de comando motor coordenado é a agitação voluntária da extremidade, como um gesto.Quais são as duas formas elementares de comando motor?As duas formas elementares de comando motor são a agitação voluntária da extremidade e a agitação voluntária dos músculos.Qual é o comando motor fundamental para a agitação voluntária da extremidade?O comando motor fundamental para a agitação voluntária da extremidade é o comando motor da agitação voluntária da extremidade.Qual é o comando motor fundamental para a agitação voluntária dos músculos?O comando motor fundamental para a agitação voluntária dos músculos é o comando motor da agitação voluntária dos músculos.Quais são as formas elementares de agitação voluntária?As formas elementares de agitação voluntária são a agitação voluntária da extremidade e a agitação voluntária dos músculos.",Os arcos reflexos na medula espinal ou no tronco encefálico.
Quais efeitos as lesões do sistema nervoso central...,3.33,5.18,0.182,0.105,0.143,0.889,0.535,0.5,"Lesões no sistema nervoso central podem causar reflexos espinhais anormalmente altos ou baixos.O que causa a agnosia em um paciente com lesões do sistema nervoso central?Lesões do sistema nervoso central podem levar à agnosia.Quais são as características da agnosia?Agnosia é a incapacidade de reconhecer estímulos sem que as funções sensoriais e o processamento de informações sejam afetadas.Qual é a diferenciação entre agnosia e ataxia?A agnosia é a incapacidade de reconhecer estímulos, enquanto a ataxia é a falta de coordenação motora.Quais são os tipos de agnosia descritos?Existem agnosias de percepção, de identificação e de reconhecimento.Quais são as causas mais comuns de agnosia?Lesões do sistema nervoso central, como inf","Lesões do sistema nervoso central podem causar mudanças significativas na intensidade dos reflexos espinhais, que ajudam no diagnóstico de distúrbios neurológicos."
Qual é o mecanismo por trás do reflexo miotático i...,5.05,3.35,0.147,0.068,0.147,0.833,0.5,0.5,"O reflexo miotático inverso envolve a liberação de hormônio da glândula pineorrinal, causando a vasoconstrição das superfícies mucosas da boca e garganta.Qual é o efeito do reflexo miotático inverso na superfície mucosa da boca e garganta?O reflexo miotático inverso causa vasoconstrição nas superfícies mucosas da boca e garganta.Qual é a diferença entre a liberação de hormônio do reflexo miotático inverso e do reflexo salivatorius?O reflexo salivatorius é mediado por fibras motoras nervosas, enquanto o reflexo miotático inverso é mediado por hormônio.Qual é o mecanismo de liberação de hormônio no reflexo miotático inverso?O reflexo miotático inverso é mediado pela liberação de hormônio da glândula pineorrinal.","O reflexo miotático inverso envolve o relaxamento de um músculo sob força contrativa, regulando assim a força muscular."
Quais são as principais diferenças entre o reflexo...,7.23,2.36,0.216,0.092,0.17,0.714,0.418,0.5,"Reflexo miotático envolve a coapadragem dos músculos e o reflexo inverso envolve a relaxação dos músculos.Qual é o papel do sistema nervoso central e periférico no reflexo miotático?O sistema nervoso central é responsável pela resposta, enquanto o sistema nervoso periférico é responsável pela ação executada.Qual é a relação entre a estimulação do receptor e a resposta executada no reflexo miotático?A estimulação do receptor é seguida pela resposta executada.Quais são os tipos de estímulos que podem causar o reflexo miotático?Estímulos químicos, mecânicos e térmicos podem causar o reflexo miotático.Qual é o resultado de um estímulo agudo em um músculo?O músculo relaxa.Quais são os tipos de resposta muscular ao estímulo?A resposta muscular pode ser","O reflexo miotático inverso é dissináptico devido à transmissão por um interneurônio inibitório, levando ao relaxamento do músculo, enquanto o reflexo miotático é excitante, causando a contração muscular."
Quais são as funções dos reflexos de extensão cruz...,3.45,2.74,0.221,0.087,0.147,0.909,0.568,0.5,"Reflexos de extensão cruzada e retirada do flexor são essenciais para a manutenção da postura e a marcha.Quais são as principais áreas da cabeça e do tronco que contribuem para a coordenação muscular e a liberação de neurotransmissores?O córtex pré-frontal, córtex motor, medula espinal, medula oblongata, sistema nervoso central e sistema nervoso periférico.Qual é a função das vias sensoriais no sistema nervoso?Transmitir informações sensoriais.Como as vias sensoriais se dividem e quais são as funções das vias sensoriais e do sistema nervoso?Vias sensoriais dividem em vias sensoriais e do sistema nervoso. As vias sensoriais transmitem estímulos sensoriais, enquanto as vias do sistema nervoso transmitem estímulos motrônicos.Qual é a diferenciação entre a via","O reflexo de extensão cruzada aumenta o suporte postural, enquanto o reflexo de retirada do flexor facilita a contração do músculo flexor durante a marcha."
Qual papel os centros superiores desempenham nos r...,4.5,0.53,0.038,0.013,0.038,0.25,0.148,0.5,"Orientam, avaliam e ajustam os reflexos, garantindo que eles sejam adequados ao ambiente e à situação.Qual é o resultado de um reflexo de um indivíduo com déficit de atenção?O reflexo pode ter um resultado de ""fazer"" ou ""não fazer"" devido à falta de atenção.Qual é a diferença entre um reflexo de um indivíduo com déficit de atenção e um reflexo com uma resposta de ""fazer"" em um ambiente adequado?Um reflexo com uma resposta de ""fazer"" em um ambiente adequado indica uma resposta de um sistema neural.Qual é a importância dos reflexos em estudos de desenvolvimento?Reflexos fornecem informações sobre o desenvolvimento, incluindo a presença de déficits.Qual é a importância dos reflexos em estudos de desenvolvimento?Reflexos fornecem informações sobre o desenvolvimento, incluindo a presença de déficits.Qual é a importância dos reflex",Os centros superiores controlam e regulam continuamente os reflexos.
Quais são as funções principais do cerebelo no con...,13.51,0.86,0.117,0.036,0.117,0.5,0.281,0.5,"O cerebelo é responsável pela coordenação fina e precisa dos movimentos, incluindo a regulação da força e da velocidade.O que ocorre quando o motor cortex envia sinais para os músculos?Quando o motor cortex envia sinais para os músculos, eles se contraem para realizar movimentos.Qual é a função do córtex pré-frontal em relação ao movimento?O córtex pré-frontal é envolvido no planejamento e controle de movimentos, especialmente aqueles que são conscientes ou voluntários.Qual é o papel da via cortico-spinal em relação aos movimentos?A via cortico-spinal transmite sinais de controle motor da região motora anterior para os músculos.Como é formada a via corticospinal?A via corticospinal é formada por neurônios motor da região motora anterior que se conectam com neurônios motor em ganglios e neurônios motor em músculos.Qual é a função","O cerebelo prepara e controla movimentos harmoniosos, verificando a precisão do timing e da execução."
Quais são as três áreas importantes do cerebelo pa...,2.47,0.38,0.017,0.0,0.017,0.333,0.192,0.5,"Ato, prospecção e movimento.Qual é a função do sistema nervoso motor, e quais sistemas estão envolvidos?Movimento muscular, envolvendo sistema nervoso motor, sistema nervoso autonômico e sistema sensorial.Como o sistema nervoso motor coopera com o sistema nervoso sensorial e autonômico?Para o controle preciso de movimento, incluindo o feedback do sistema sensorial.Qual é a função da base cerebral e como está relacionada ao movimento?Controla o movimento dos membros superiores e do tronco.Quais são os tipos de apraxia e suas causas?Apraxia ideomotora, apraxia ideognosia, apraxia ideognosia ideomotora, apraxia ideognosia ideognosia.Quais são as diferenças entre apraxia ideognosia ideomotora e apraxia ideognosia ideognosia","Vestibulocerebelo, espinocerebelo e cerebrocerebelo."
Qual é a função do lobo floculonodular em relação ...,9.43,0.31,0.051,0.0,0.025,0.833,0.466,0.5,"O lobo floculonodular é responsável pelo equilíbrio e para estabilizar a postura.Qual é o papel do sistema vestibular na percepção de movimento?O sistema vestibular é fundamental na percepção de movimentos, incluindo o movimento de cabeça e o ritmo cardíaco.Qual é a importância da estimulação do sistema nervoso em relação ao desenvolvimento cognitivo?A estimulação do sistema nervoso, incluindo a estimulação visual e auditiva, é crucial para o desenvolvimento cognitivo, especialmente na regulação de emoções e na percepção.Quais são os dois tipos de movimentos e suas características?Movimentos são classificados em movimentos motores e movimentos reflexos, com movimentos reflexos sendo inerentes a estímulos específicos.Como é classificado o movimento em termos de controle?Movimentos são classificados em movimento voluntário, que é controlado conscientemente, e movimento involuntário, que não é controlado conscientemente",Regula ajustes posturais usando informações do labirinto vestibular.
Qual função é atribuída ao verme espinal e cerebra...,20.88,0.67,0.095,0.041,0.082,0.889,0.562,0.5,O verme espinal e cerebral controlam os músculos e o movimento.Qual é a função do sistema nervoso central e periférico?O sistema nervoso central e periférico é responsável por sinalizar e coordenar as funções musculares.Qual sistema é responsável por sinalizar e coordenar as funções musculares?Sistema nervoso central e periférico.Quais são as duas regiões do sistema nervoso central mencionadas?Córtex e medula espinhal.Qual sistema é mencionado para controle muscular e movimento?Sistema nervoso.Qual é a função do sistema nervoso em relação às atividades motoras e sensoriais?O sistema nervoso realiza atividades motoras e sensoriais.Qual é o papel do sistema nervoso em funções motoras e sensoriais?O sistema nervoso é responsável por funções motoras e sensoriais.Qual,"Controles os músculos proximais, postura, locomoção, movimento ocular e afeta distantias dos membros."
Quais estruturas no sistema nervoso são responsáve...,5.4,0.38,0.066,0.0,0.053,0.273,0.174,0.5,O tronco encefálico e a base da coluna cervical.Quais são as duas funções do sistema nervoso motor?Movimentar os músculos e controlar a atividade muscular.Qual é a resposta do sistema nervoso motor a uma estimulação elétrica?Movimento muscular.Qual é a função do sistema nervoso motor em relação à postura do tronco?Mantener a postura do tronco.Qual é a função do sistema nervoso motor em relação à postura do tronco cervical?Atribuir a postura do tronco cervical.Quais são as duas funções do sistema nervoso sensorial?Transmitir informações sensoriais e fornecer feedback para o sistema nervoso motor.Quais são as duas funções do sistema nervoso sensorial em relação ao tronco?Transmitir informações sensoriais e fornecer feedback.Quais são as duas funções do sistema,O espinocerebelo contribui para a suavidade e harmonia dos movimentos dos membros.
Quais funções os microcomplexos cerebelares desemp...,7.99,1.91,0.189,0.045,0.156,1.0,0.61,0.5,"Os microcomplexos cerebelares são envolvidos no controle do movimento, aprendizado motor e atividade mental.Quais regiões do cérebro estão envolvidas no processamento de informações sensoriais e motoras?O córtex parietal e córtex visual são responsáveis pelo processamento de informações sensoriais e motoras.Quais são as funções dos lobares sensoriais, sensoria-motor e executiva em relação ao processamento de informações sensoriais e motoras?O lobo sensorial processa informações sensoriais, o lobo sensoria-motor controla movimento e o lobo executiva é responsável pelo processamento de informações sensoriais e motoras.Quais funções o córtex pré-frontal e o córtex parietal executivas desempenham na tomada de decisão?O córtex pré-frontal executiva é responsável pelo planejamento, a tomada de decisão e o controle de impulsos, enquanto o córtex","Os microcomplexos cerebelares facilitam o aprendizado motor através da redução da atividade das fibras paralelas e detecem erros de movimento, enquanto também envolvem funções mentais semelhantes a processos motores."
Qual é a diferença marcante entre as lesões cerebe...,5.25,0.78,0.113,0.043,0.113,0.375,0.22,0.5,"As lesões cerebelares não afetam a consciência, mas podem afetar habilidades motoras, sensoriomotoras e de coordenação.Quais são os tipos de lesões cerebelares e suas causas?Lesões cerebelares agudas, causadas por traumas ou infecções, e lesões cerebelares crônicas, relacionadas a doenças genéticas, infecções ou uso de certos medicamentos.Como as lesões cerebelares afetam a coordenação e o movimento?As lesões cerebelares podem levar a ataxia, afetando a coordenação e o movimento.Qual é a função do córtex somatosensorial primário e como está relacionado às lesões cerebelares?O córtex somatosensorial primário processa informações sensoriais, incluindo estimulação tactorial. Lesões cerebelares podem afetar","Lesões cerebelares implicam erros dos movimentos, enquanto outras lesões levam à paralisia dos movimentos voluntários."
Quais são as funções executivas e sua importância ...,6.59,2.76,0.201,0.09,0.168,1.0,0.557,0.5,"As funções executivas envolvem planejamento, controle e tomada de decisão, essenciais para a autonomia.Qual é a relação entre desenvolvimento da autonomia e funções executivas?O desenvolvimento da autonomia está ligado ao aperfeiçoamento das funções executivas, sendo importante para a independência.Como as emoções influenciam as funções executivas?As emoções, especialmente emoções negativas, podem afetar o processo de tomada de decisão.Quais são os benefícios de uma autoconhecimento saudável?Enfrenta dificuldades, promove crescimento pessoal, e ajuda a desenvolver autonomia.Quais são os efeitos da privação de cuidados em crianças?Pode levar a desvantagens neuropsicológicas, dificuldades em desenvolvimento da autonomia e problemas de controle emocional.Qual é a importância do cuidado social na vida de um indivíduo?O cuidado social é fundamental para o desenvolvimento emocional e social, bem como para o desenvolvimento da autonomia.Qu","Funções executivas incluem habilidades de planejamento, organização, execução e controle, essenciais para a independência pessoal e sucesso acadêmico, profissional e social."
Quais problemas podem surgir se as funções executi...,3.89,1.47,0.172,0.05,0.147,0.273,0.166,0.5,"Dificuldades em planejamento, tomada de decisão, atenção, controle motor, memória, linguagem, atenção, memória e emoções.Quais são as funções executivas relacionadas a tarefas e habilidades?Planejamento, tomada de decisão, atenção, controle motor, memória, linguagem, atenção, memória e emoções.Quais são os dois tipos de habilidades executivas?Habilidades mentais e habilidades motoras.Quais áreas do cérebro são responsáveis por funções executivas?Córtex pré-frontal, córtex parietal, córtex temporal, córtex límbico, líbido-ventral, córtex pré-frontal e córtex parietal.Qual é a importância de entender as funções executivas em um contexto clínico?Auxilia na avaliação do desenvolvimento e na identificação de transtornos, como o TDA.Quais são os dois tipos de atenção?Atendimento ativo","Dificuldades em tarefas diárias, tomada de decisões, emoções e adaptação a novas situações."
Quais condições podem afetar a função executiva co...,2.75,0.38,0.049,0.013,0.049,0.7,0.414,0.5,"A idade, doenças neurológicas e transtornos psiquiátricos.O que é a flexibilidade cognitiva e qual papel desempenha na tomada de decisões?Flexibilidade cognitiva é a capacidade de adaptar-se a novas situações e fazer escolhas adequadas. Ela permite avaliar diferentes opções e selecionar a mais adequada.Qual é a importância do controle inibitório na tomada de decisão?O controle inibitório ajuda a controlar impulsos e impulsos, permitindo a tomada de decisões adequadas em momentos de pressão.Qual é a relação entre a função executiva e a cognição social?A função executiva afeta a cognição social, pois envolve habilidades de tomada de decisão, adaptação a novas situações e controle de impulsos, essenciais para a interação social.Quais são os fatores influentes na cognição social e tomada de decisão?Fatores influentes incluem cognição social,","Doenças neurodegenerativas, transtornos mentais, uso de drogas, envelhecimento."
